OriginLineNaptanType,DestinationLineNaptanType,Line,OriginStopName,OriginStopAtcoCode,DestinationStopName,DestinationStopAtcoCode,LinkTime,EO?,ED?,,
DLR,DLR,DLR,West Ham,9400ZZDLWHM,Star Lane,9400ZZDLSTL,120,,,,
DLR,DLR,DLR,Star Lane,9400ZZDLSTL,Canning Town,9400ZZDLCGT,60,,,,
DLR,DLR,DLR,Canning Town,9400ZZDLCGT,Royal Victoria,9400ZZDLRVC,120,,,,
DLR,DLR,DLR,Canning Town,9400ZZDLCGT,West Silvertown,9400ZZDLWSV,180,,,,
DLR,DLR,DLR,Stratford,9400ZZDLSTD,Pudding Mill Lane,9400ZZDLPUD,120,,,,
DLR,DLR,DLR,Pudding Mill Lane,9400ZZDLPUD,Bow Church,9400ZZDLBOW,120,,,,
DLR,DLR,DLR,Bow Church,9400ZZDLBOW,Devons Road,9400ZZDLDEV,60,,,,
DLR,DLR,DLR,Devons Road,9400ZZDLDEV,Langdon Park,9400ZZDLLDP,120,,,,
DLR,DLR,DLR,Langdon Park,9400ZZDLLDP,All Saints,9400ZZDLALL,60,,,,
DLR,DLR,DLR,All Saints,9400ZZDLALL,Poplar,9400ZZDLPOP,120,,,,
DLR,DLR,DLR,Poplar,9400ZZDLPOP,West India Quay,9400ZZDLWIQ,120,,,,
DLR,DLR,DLR,West India Quay,9400ZZDLWIQ,Canary Wharf,9400ZZDLCAN,60,,,,
DLR,DLR,DLR,Westferry,9400ZZDLWFE,West India Quay,9400ZZDLWIQ,120,,,,
DLR,DLR,DLR,Canary Wharf,9400ZZDLCAN,Heron Quays,9400ZZDLHEQ,60,,,,
DLR,DLR,DLR,Heron Quays,9400ZZDLHEQ,South Quay,9400ZZDLSOQ,120,,,,
DLR,DLR,DLR,South Quay,9400ZZDLSOQ,Crossharbour,9400ZZDLCLA,120,,,,
DLR,DLR,DLR,Crossharbour,9400ZZDLCLA,Mudchute,9400ZZDLMUD,60,,,,
DLR,DLR,DLR,Mudchute,9400ZZDLMUD,Island Gardens,9400ZZDLISL,60,,,,
DLR,DLR,DLR,Island Gardens,9400ZZDLISL,Cutty Sark,9400ZZDLCUT,120,,,,
DLR,DLR,DLR,Cutty Sark,9400ZZDLCUT,Greenwich,9400ZZDLGRE,60,,,,
DLR,DLR,DLR,Greenwich,9400ZZDLGRE,Deptford Bridge,9400ZZDLDEP,120,,,,
DLR,DLR,DLR,Deptford Bridge,9400ZZDLDEP,Elverson Road,9400ZZDLELV,120,,,,
DLR,DLR,DLR,Elverson Road,9400ZZDLELV,Lewisham,9400ZZDLLEW,120,,,,
TRM,TRM,TRM,Wimbledon,9400ZZCRWMB,Dundonald Road,9400ZZCRDDR,60,,,,
TRM,TRM,TRM,Dundonald Road,9400ZZCRDDR,Merton Park,9400ZZCRMTP,60,,,,
TRM,TRM,TRM,Merton Park,9400ZZCRMTP,Morden Road,9400ZZCRMDN,120,,,,
TRM,TRM,TRM,Morden Road,9400ZZCRMDN,Phipps Bridge,9400ZZCRPHI,120,,,,
TRM,TRM,TRM,Phipps Bridge,9400ZZCRPHI,Belgrave Walk,9400ZZCRBGV,60,,,,
TRM,TRM,TRM,Belgrave Walk,9400ZZCRBGV,Mitcham,9400ZZCRMCH,120,,,,
TRM,TRM,TRM,Mitcham,9400ZZCRMCH,Mitcham Junction,9400ZZCRMJT,180,,,,
TRM,TRM,TRM,Mitcham Junction,9400ZZCRMJT,Beddington Lane,9400ZZCRBED,120,,,,
TRM,TRM,TRM,Beddington Lane,9400ZZCRBED,Therapia Lane,9400ZZCRTPA,120,,,,
TRM,TRM,TRM,Therapia Lane,9400ZZCRTPA,Ampere Way,9400ZZCRAMP,60,,,,
TRM,TRM,TRM,Ampere Way,9400ZZCRAMP,Waddon Marsh,9400ZZCRWAD,120,,,,
TRM,TRM,TRM,Waddon Marsh,9400ZZCRWAD,Wandle Park,9400ZZCRWAN,120,,,,
TRM,TRM,TRM,Wandle Park,9400ZZCRWAN,Reeves Corner,9400ZZCRRVC,120,,,,
TRM,TRM,TRM,Reeves Corner,9400ZZCRRVC,Centrale,9400ZZCRCTR,60,,,,
TRM,TRM,TRM,Centrale,9400ZZCRCTR,West Croydon,9400ZZCRWCR,60,,,,
TRM,TRM,TRM,West Croydon,9400ZZCRWCR,Wellesley Road,9400ZZCRWEL,60,,,,
TRM,TRM,TRM,Wellesley Road,9400ZZCRWEL,East Croydon,9400ZZCRECR,60,,,,
TRM,TRM,TRM,East Croydon,9400ZZCRECR,George Street,9400ZZCRCEN,60,,,,
TRM,TRM,TRM,George Street,9400ZZCRCEN,Church Street,9400ZZCRCHR,60,,,,
TRM,TRM,TRM,Church Street,9400ZZCRCHR,Centrale,9400ZZCRCTR,60,,,,
TRM,TRM,TRM,Church Street,9400ZZCRCHR,Wandle Park,9400ZZCRWAN,120,,,,
TRM,TRM,TRM,East Croydon,9400ZZCRECR,Lebanon Road,9400ZZCRLEB,60,,,,
TRM,TRM,TRM,Lebanon Road,9400ZZCRLEB,Sandilands,9400ZZCRSAN,60,,,,
TRM,TRM,TRM,Sandilands,9400ZZCRSAN,Addiscombe,9400ZZCRADD,120,,,,
TRM,TRM,TRM,Addiscombe,9400ZZCRADD,Blackhorse Lane,9400ZZCRBLA,120,,,,
TRM,TRM,TRM,Blackhorse Lane,9400ZZCRBLA,Woodside,9400ZZCRWOD,120,,,,
TRM,TRM,TRM,Woodside,9400ZZCRWOD,Arena,9400ZZCRARA,120,,,,
TRM,TRM,TRM,Arena,9400ZZCRARA,Elmers End,9400ZZCRELM,180,,,,
TRM,TRM,TRM,Arena,9400ZZCRARA,Harrington Road,9400ZZCRHAR,180,,,,
TRM,TRM,TRM,Harrington Road,9400ZZCRHAR,Birkbeck,9400ZZCRBIR,120,,,,
TRM,TRM,TRM,Birkbeck,9400ZZCRBIR,Avenue Road,9400ZZCRAVE,120,,,,
TRM,TRM,TRM,Avenue Road,9400ZZCRAVE,Beckenham Road,9400ZZCRBRD,120,,,,
TRM,TRM,TRM,Beckenham Road,9400ZZCRBRD,Beckenham Junction,9400ZZCRBEK,180,,,,
TRM,TRM,TRM,Sandilands,9400ZZCRSAN,Lloyd Park,9400ZZCRLOY,120,,,,
TRM,TRM,TRM,Lloyd Park,9400ZZCRLOY,Coombe Lane,9400ZZCRCOO,180,,,,
TRM,TRM,TRM,Coombe Lane,9400ZZCRCOO,Gravel Hill,9400ZZCRGRA,180,,,,
TRM,TRM,TRM,Gravel Hill,9400ZZCRGRA,Addington Village,9400ZZCRADV,120,,,,
TRM,TRM,TRM,Addington Village,9400ZZCRADV,Fieldway,9400ZZCRFLD,120,,,,
TRM,TRM,TRM,Fieldway,9400ZZCRFLD,King Henry's Drive,9400ZZCRKGH,120,,,,
TRM,TRM,TRM,King Henry's Drive,9400ZZCRKGH,New Addington,9400ZZCRNWA,60,,,,
RLY,RLY,XGN,Moorgate,9100MGTE,Old Street,9100OLDST,154,,,,
RLY,RLY,XGN,Old Street,9100OLDST,Essex Road,9100ESSEXRD,197,,,,
RLY,RLY,XGN,Essex Road,9100ESSEXRD,Highbury & Islington,9100HIGHBYA,134,,,,
RLY,RLY,XGN,Highbury & Islington,9100HIGHBYA,Drayton Park,9100DRYP,140,,,,
RLY,RLY,XGN,Drayton Park,9100DRYP,Finsbury Park,9100FNPK,219,,,,
RLY,RLY,XGN,Finsbury Park,9100FNPK,Harringay,9100HRGY,170,,,,
RLY,RLY,XGN,Harringay,9100HRGY,Hornsey,9100HRNSY,108,,,,
RLY,RLY,XGN,Hornsey,9100HRNSY,Alexandra Palace,9100ALEXNDP,206,,,,
RLY,RLY,XGN,Alexandra Palace,9100ALEXNDP,Bowes Park,9100BOWESPK,181,,,,
RLY,RLY,XGN,Bowes Park,9100BOWESPK,Palmers Green,9100PALMRSG,176,,,,
RLY,MET,ICG,Stratford (London),9100STFD,Stratford,9400ZZLUSTD,210,,,,
RLY,DLR,ICG,Stratford (London),9100STFD,Stratford,9400ZZDLSTD,210,,,,
RLY,MET,ICG,London Liverpool Street,9100LIVST,Liverpool Street,9400ZZLULVT,210,,,,
RLY,MET,ICG,London Euston,9100EUSTON,Euston,9400ZZLUEUS,210,,,,
RLY,MET,ICG,London Paddington,9100PADTON,Paddington,9400ZZLUPAC,210,,,,
MET,DLR,ICG,Tower Hill,9400ZZLUTWH,Tower Gateway,9400ZZDLTWG,210,,,,
RLY,RLY,ICG,Hackney Downs,9100HAKNYNM,Hackney Central,9100HACKNYC,210,,,,
